time,angle_deg,tsr,cp,cd,ct,cd_blade1,ct_blade1,cd_blade2,ct_blade2,cd_blade3,ct_blade3
8.2611,599.546,7,0.478532,0.773275,0.0683617,0.257622,0.0227986,0.257738,0.0227525,0.257915,0.0228106
8.2748,600.541,7,0.478354,0.773206,0.0683363,0.257578,0.0227836,0.257723,0.0227482,0.257905,0.0228046
8.2885,601.535,7,0.478217,0.773202,0.0683167,0.257584,0.0227814,0.257708,0.0227384,0.25791,0.0227969
8.3022,602.529,7,0.478295,0.773201,0.0683278,0.257609,0.0227925,0.257686,0.0227331,0.257905,0.0228022
8.3159,603.524,7,0.478277,0.773222,0.0683253,0.25761,0.0227868,0.257691,0.0227358,0.25792,0.0228028
8.3296,604.518,7,0.478091,0.773147,0.0682987,0.257565,0.0227746,0.257707,0.0227308,0.257875,0.0227934
8.3433,605.512,7,0.478061,0.773157,0.0682944,0.257562,0.0227689,0.257706,0.0227331,0.257889,0.0227924
8.357,606.506,7,0.478062,0.773145,0.0682945,0.25759,0.022774,0.257673,0.0227267,0.257882,0.0227938
8.3707,607.501,7,0.478047,0.773168,0.0682924,0.257569,0.0227725,0.25771,0.0227273,0.257889,0.0227926
8.3844,608.495,7,0.477922,0.773111,0.0682745,0.257538,0.0227618,0.257698,0.0227253,0.257875,0.0227875
8.3981,609.489,7,0.477903,0.773109,0.0682718,0.257543,0.0227581,0.25768,0.0227218,0.257887,0.022792
8.4118,610.483,7,0.477906,0.773124,0.0682723,0.257564,0.0227661,0.257701,0.0227218,0.257859,0.0227845
8.4255,611.478,7,0.477847,0.773104,0.0682638,0.257539,0.0227581,0.257696,0.0227184,0.257869,0.0227872
8.4392,612.472,7,0.477703,0.773054,0.0682433,0.257502,0.0227463,0.257689,0.0227138,0.257862,0.0227832
8.4529,613.466,7,0.477781,0.773088,0.0682544,0.257533,0.0227538,0.2577,0.022716,0.257856,0.0227846
8.4666,614.461,7,0.477696,0.773086,0.0682422,0.257516,0.0227493,0.257705,0.0227141,0.257864,0.0227788
8.4803,615.455,7,0.477726,0.773075,0.0682466,0.257501,0.0227423,0.257691,0.0227095,0.257882,0.0227949
8.494,616.449,7,0.477569,0.773035,0.0682242,0.257522,0.0227461,0.257695,0.0227087,0.257818,0.0227695
8.5077,617.443,7,0.477585,0.773048,0.0682264,0.257508,0.0227393,0.257701,0.0227094,0.257839,0.0227777
8.5214,618.438,7,0.477525,0.773048,0.0682178,0.257492,0.022732,0.257685,0.0227037,0.257872,0.0227821
8.5351,619.432,7,0.477464,0.773002,0.0682092,0.257501,0.0227344,0.2577,0.0227062,0.257801,0.0227687
8.5488,620.426,7,0.477464,0.773024,0.0682091,0.257482,0.0227305,0.257704,0.0227055,0.257838,0.0227732
8.5625,621.42,7,0.477358,0.772976,0.068194,0.257478,0.0227257,0.257685,0.0227003,0.257813,0.0227681
8.5762,622.415,7,0.477369,0.773008,0.0681956,0.257496,0.0227283,0.257678,0.0226966,0.257835,0.0227707
8.5899,623.409,7,0.477269,0.772956,0.0681813,0.257459,0.0227203,0.257704,0.0226991,0.257793,0.0227619
8.6036,624.403,7,0.477227,0.772964,0.0681752,0.257459,0.0227185,0.257697,0.0226975,0.257808,0.0227592
8.6173,625.398,7,0.477248,0.772983,0.0681783,0.257469,0.0227176,0.257698,0.0226963,0.257816,0.0227644
8.631,626.392,7,0.477185,0.772973,0.0681693,0.257436,0.0227102,0.257716,0.0226954,0.257822,0.0227637
8.6447,627.386,7,0.477181,0.772957,0.0681688,0.257459,0.0227138,0.257698,0.022692,0.2578,0.0227629
8.6584,628.38,7,0.477129,0.772987,0.0681613,0.257473,0.0227092,0.257704,0.0226895,0.25781,0.0227625
8.6721,629.375,7,0.477191,0.772963,0.0681701,0.257459,0.0227102,0.257715,0.0226991,0.257789,0.0227609
8.6858,630.369,7,0.476925,0.772886,0.0681322,0.257443,0.0227001,0.257686,0.0226858,0.257756,0.0227463
8.6995,631.363,7,0.476885,0.772913,0.0681264,0.257437,0.0226936,0.257716,0.0226858,0.25776,0.022747
8.7132,632.357,7,0.477022,0.772928,0.068146,0.257406,0.0226924,0.257728,0.0226929,0.257794,0.0227606
8.7269,633.352,7,0.476977,0.772942,0.0681396,0.257431,0.0226969,0.257719,0.0226872,0.257793,0.0227555
8.7406,634.346,7,0.476835,0.772874,0.0681192,0.257437,0.022692,0.257695,0.0226813,0.257742,0.0227459
8.7543,635.34,7,0.47681,0.772887,0.0681157,0.257416,0.0226894,0.25772,0.0226846,0.25775,0.0227417
8.768,636.335,7,0.476837,0.772877,0.0681196,0.257399,0.0226864,0.257715,0.0226863,0.257763,0.0227469
8.7817,637.329,7,0.4768,0.772887,0.0681143,0.257427,0.0226869,0.257706,0.0226799,0.257754,0.0227475
8.7954,638.323,7,0.476725,0.772865,0.0681036,0.257416,0.022684,0.25772,0.0226801,0.257729,0.0227395
8.8091,639.317,7,0.476686,0.772838,0.068098,0.257394,0.0226804,0.257726,0.0226838,0.257718,0.0227338
8.8228,640.312,7,0.476713,0.772874,0.0681019,0.25741,0.0226797,0.257716,0.0226787,0.257747,0.0227435
8.8365,641.306,7,0.476672,0.772854,0.068096,0.257408,0.0226774,0.257713,0.0226784,0.257734,0.0227403
8.8502,642.3,7,0.476563,0.772824,0.0680804,0.257394,0.0226711,0.257733,0.0226788,0.257697,0.0227305
8.8639,643.294,7,0.476596,0.772831,0.0680852,0.257406,0.022673,0.257717,0.022679,0.257708,0.0227332
8.8776,644.289,7,0.476535,0.772846,0.0680764,0.257406,0.0226699,0.257731,0.0226723,0.257709,0.0227342
8.8913,645.283,7,0.476547,0.772827,0.0680781,0.257401,0.0226689,0.257752,0.0226855,0.257674,0.0227236
8.905,646.277,7,0.4764,0.772793,0.0680572,0.257389,0.0226632,0.257701,0.0226635,0.257703,0.0227305
8.9187,647.272,7,0.476504,0.772847,0.068072,0.257395,0.0226631,0.257756,0.0226808,0.257695,0.0227281
8.9324,648.266,7,0.476386,0.772809,0.0680551,0.257382,0.0226591,0.257752,0.0226755,0.257675,0.0227205
8.9461,649.26,7,0.476339,0.772785,0.0680485,0.257397,0.0226606,0.25771,0.0226659,0.257677,0.022722
8.9598,650.254,7,0.476334,0.772795,0.0680477,0.257401,0.0226596,0.257744,0.022671,0.25765,0.022717
8.9735,651.249,7,0.476279,0.772777,0.0680399,0.257376,0.0226529,0.257744,0.022671,0.257657,0.022716
8.9872,652.243,7,0.476253,0.772783,0.0680362,0.257373,0.02265,0.25774,0.0226671,0.25767,0.022719
9.0009,653.237,7,0.476177,0.772756,0.0680253,0.257388,0.0226498,0.25773,0.0226623,0.257638,0.0227132
9.0146,654.231,7,0.476167,0.772772,0.0680239,0.257389,0.0226496,0.257747,0.0226631,0.257636,0.0227112
9.0283,655.226,7,0.476129,0.77277,0.0680185,0.257385,0.0226467,0.257754,0.0226641,0.257631,0.0227077
9.042,656.22,7,0.476062,0.772746,0.0680088,0.257391,0.0226436,0.257751,0.0226618,0.257604,0.0227035
9.0557,657.214,7,0.476114,0.772779,0.0680163,0.257379,0.0226397,0.257761,0.0226663,0.257639,0.0227103
9.0694,658.209,7,0.476079,0.772795,0.0680112,0.257395,0.0226411,0.257757,0.0226639,0.257643,0.0227062
9.0831,659.203,7,0.476041,0.772738,0.0680058,0.257384,0.022643,0.257746,0.0226638,0.257608,0.022699
9.0968,660.197,7,0.475768,0.772677,0.0679668,0.257361,0.0226308,0.257718,0.0226472,0.257597,0.0226889
9.1105,661.191,7,0.475824,0.772725,0.0679749,0.257392,0.0226347,0.257736,0.0226529,0.257597,0.0226873
9.1242,662.186,7,0.475945,0.772751,0.0679921,0.257404,0.0226366,0.257768,0.0226615,0.257579,0.022694
9.1379,663.18,7,0.475872,0.772746,0.0679817,0.25738,0.0226283,0.257762,0.0226561,0.257603,0.0226972
9.1516,664.174,7,0.475734,0.772681,0.067962,0.257367,0.0226225,0.257733,0.0226508,0.257582,0.0226887
9.1653,665.168,7,0.475717,0.772698,0.0679595,0.257395,0.0226275,0.257744,0.0226476,0.257559,0.0226844
9.179,666.163,7,0.475745,0.772697,0.0679635,0.257386,0.022627,0.257754,0.022651,0.257557,0.0226856
9.1927,667.157,7,0.475698,0.772703,0.0679568,0.25737,0.0226184,0.257763,0.022653,0.25757,0.0226854
9.2064,668.151,7,0.475644,0.77269,0.0679491,0.257389,0.02262,0.257746,0.0226476,0.257555,0.0226816
9.2201,669.146,7,0.475542,0.772633,0.0679346,0.257385,0.0226194,0.257716,0.0226368,0.257533,0.0226785
9.2338,670.14,7,0.475579,0.772684,0.0679398,0.25738,0.0226148,0.257763,0.0226476,0.257542,0.0226774
9.2475,671.134,7,0.475549,0.772662,0.0679356,0.25737,0.0226129,0.257753,0.0226461,0.257539,0.0226766
9.2612,672.128,7,0.475437,0.772632,0.0679195,0.257387,0.022612,0.257722,0.0226362,0.257524,0.0226714
9.2749,673.123,7,0.475426,0.77263,0.067918,0.257372,0.0226106,0.257738,0.0226388,0.257519,0.0226686
9.2886,674.117,7,0.475404,0.772647,0.0679149,0.257379,0.0226045,0.257742,0.0226412,0.257526,0.0226692
9.3023,675.111,7,0.475338,0.772613,0.0679054,0.257384,0.0226074,0.257715,0.0226313,0.257514,0.0226668
9.316,676.105,7,0.475243,0.772597,0.0678918,0.25736,0.0225964,0.257736,0.0226325,0.257502,0.0226629
9.3297,677.1,7,0.475387,0.772669,0.0679124,0.257413,0.0226119,0.257753,0.022638,0.257503,0.0226625
9.3434,678.094,7,0.475169,0.772573,0.0678812,0.257365,0.0225947,0.257721,0.022628,0.257487,0.0226586
9.3571,679.088,7,0.475154,0.772589,0.0678792,0.257371,0.0225938,0.257737,0.0226302,0.257481,0.0226552
9.3708,680.083,7,0.475133,0.772588,0.0678761,0.257375,0.0225938,0.257719,0.0226257,0.257493,0.0226566
9.3845,681.077,7,0.475078,0.772575,0.0678683,0.257386,0.022594,0.25772,0.022623,0.257469,0.0226513
9.3982,682.071,7,0.475011,0.772557,0.0678587,0.257359,0.0225847,0.257742,0.0226265,0.257456,0.0226475
9.4119,683.065,7,0.474971,0.772553,0.067853,0.25737,0.0225818,0.257717,0.0226221,0.257466,0.0226491
9.4256,684.06,7,0.474917,0.772536,0.0678453,0.257376,0.0225822,0.257709,0.0226187,0.257451,0.0226444
9.4393,685.054,7,0.474882,0.772546,0.0678403,0.257372,0.0225766,0.257721,0.0226196,0.257453,0.0226441
9.453,686.048,7,0.474825,0.77252,0.0678322,0.257384,0.0225784,0.257697,0.0226151,0.257439,0.0226386
9.4667,687.042,7,0.474852,0.772555,0.067836,0.257389,0.02258,0.257726,0.0226186,0.25744,0.0226373
9.4804,688.037,7,0.474808,0.772552,0.0678297,0.257384,0.0225771,0.257727,0.0226149,0.257441,0.0226377
9.4941,689.031,7,0.474695,0.772484,0.0678136,0.257367,0.0225735,0.257698,0.0226052,0.25742,0.0226348
9.5078,690.025,7,0.474472,0.772438,0.0677817,0.257347,0.0225583,0.2577,0.0225997,0.257391,0.0226238
9.5215,691.02,7,0.474607,0.772494,0.067801,0.257361,0.0225654,0.257704,0.022602,0.257429,0.0226336
9.5352,692.014,7,0.474629,0.772514,0.0678042,0.25738,0.0225652,0.257717,0.0226121,0.257416,0.0226269
9.5489,693.008,7,0.474554,0.772493,0.0677934,0.257382,0.0225634,0.257721,0.0226101,0.25739,0.0226199
9.5626,694.002,7,0.474439,0.772437,0.0677769,0.257367,0.0225588,0.257684,0.0226008,0.257386,0.0226173
9.5763,694.997,7,0.474425,0.772463,0.067775,0.257363,0.0225525,0.2577,0.0226012,0.2574,0.0226213
9.59,695.991,7,0.474376,0.772436,0.0677681,0.257364,0.0225503,0.257695,0.0226018,0.257377,0.0226159
9.6037,696.985,7,0.474381,0.772451,0.0677687,0.257398,0.0225573,0.257685,0.0225991,0.257368,0.0226123
9.6174,697.979,7,0.474365,0.772465,0.0677665,0.25738,0.0225529,0.257704,0.0226006,0.25738,0.022613
9.6311,698.974,7,0.47422,0.772387,0.0677457,0.257347,0.0225412,0.257682,0.0225962,0.257358,0.0226083
9.6448,699.968,7,0.474239,0.772429,0.0677485,0.257383,0.0225461,0.257681,0.0225953,0.257364,0.022607
9.6585,700.962,7,0.474219,0.772415,0.0677456,0.257383,0.0225471,0.257691,0.0225952,0.257341,0.0226033
9.6722,701.957,7,0.474127,0.772396,0.0677324,0.257356,0.0225358,0.257684,0.0225924,0.257356,0.0226041
9.6859,702.951,7,0.474057,0.77237,0.0677224,0.257367,0.0225349,0.257677,0.0225897,0.257326,0.0225978
9.6996,703.945,7,0.474134,0.772423,0.0677335,0.257386,0.0225416,0.257684,0.0225903,0.257353,0.0226016
9.7133,704.939,7,0.47394,0.772343,0.0677058,0.25735,0.022529,0.257681,0.0225873,0.257312,0.0225895
9.727,705.934,7,0.473917,0.772363,0.0677025,0.257364,0.0225262,0.257682,0.0225875,0.257316,0.0225888
9.7407,706.928,7,0.474063,0.772432,0.0677233,0.257399,0.0225337,0.257678,0.0225875,0.257355,0.0226021
9.7544,707.922,7,0.473813,0.772313,0.0676875,0.257368,0.0225247,0.257665,0.0225835,0.25728,0.0225793
9.7681,708.916,7,0.473826,0.772349,0.0676894,0.25737,0.0225219,0.257657,0.0225801,0.257322,0.0225873
9.7818,709.911,7,0.473839,0.772359,0.0676912,0.257376,0.0225226,0.257687,0.0225857,0.257295,0.0225829
9.7955,710.905,7,0.473766,0.772336,0.0676808,0.257372,0.0225184,0.257665,0.0225812,0.257299,0.0225813
9.8092,711.899,7,0.473664,0.772299,0.0676662,0.257381,0.0225173,0.257654,0.022578,0.257265,0.022571
9.8229,712.894,7,0.473655,0.77232,0.067665,0.257372,0.0225148,0.257659,0.022578,0.25729,0.0225722
9.8366,713.888,7,0.473601,0.772293,0.0676573,0.257366,0.0225108,0.257659,0.022578,0.257268,0.0225685
9.8503,714.882,7,0.473555,0.772298,0.0676507,0.257375,0.0225117,0.257664,0.022579,0.257259,0.0225601
9.864,715.876,7,0.473523,0.772283,0.0676461,0.257358,0.0225059,0.25765,0.0225745,0.257275,0.0225657
9.8777,716.871,7,0.473547,0.772319,0.0676495,0.257385,0.0225086,0.257662,0.022575,0.257272,0.0225659
9.8914,717.865,7,0.4735,0.772306,0.0676429,0.257376,0.0225034,0.257664,0.0225752,0.257266,0.0225643
9.9051,718.859,7,0.473334,0.772233,0.0676191,0.257361,0.0224934,0.25764,0.0225696,0.257231,0.0225561
9.9188,719.853,7,0.473268,0.772243,0.0676097,0.257382,0.0224941,0.25763,0.0225667,0.257231,0.0225489
9.9325,720.848,7,0.473422,0.772284,0.0676317,0.257392,0.0225026,0.257669,0.0225785,0.257223,0.0225506
9.9462,721.842,7,0.473336,0.772279,0.0676194,0.257401,0.0225038,0.257644,0.0225667,0.257234,0.0225488
9.9599,722.836,7,0.473284,0.772249,0.0676121,0.257388,0.0224972,0.257631,0.0225645,0.25723,0.0225503
9.9736,723.831,7,0.473242,0.772233,0.0676059,0.257358,0.0224915,0.257646,0.022567,0.257229,0.0225474
9.9873,724.825,7,0.473172,0.772224,0.0675961,0.257384,0.0224905,0.257642,0.0225698,0.257198,0.0225357
10.001,725.819,7,0.473092,0.772198,0.0675845,0.257385,0.0224914,0.257623,0.0225623,0.25719,0.0225307
10.0147,726.813,7,0.473132,0.772222,0.0675903,0.257368,0.0224875,0.257623,0.0225627,0.257232,0.0225402
10.0284,727.808,7,0.473145,0.772246,0.0675921,0.257396,0.0224882,0.257643,0.0225664,0.257207,0.0225376
10.0421,728.802,7,0.472991,0.772169,0.0675701,0.257386,0.0224861,0.257615,0.0225587,0.257169,0.0225254
10.0558,729.796,7,0.472995,0.772195,0.0675708,0.257373,0.0224815,0.257636,0.022563,0.257186,0.0225262
10.0695,730.79,7,0.473018,0.772206,0.0675739,0.257398,0.0224842,0.257617,0.0225607,0.25719,0.0225291
10.0832,731.785,7,0.472959,0.77219,0.0675656,0.257391,0.0224813,0.25763,0.0225639,0.257169,0.0225205
10.0969,732.779,7,0.472824,0.772132,0.0675463,0.257388,0.0224778,0.257592,0.0225546,0.257152,0.0225139
10.1106,733.773,7,0.472977,0.772222,0.0675682,0.257392,0.0224778,0.257642,0.0225655,0.257187,0.0225249
10.1243,734.768,7,0.472788,0.772133,0.0675412,0.2574,0.0224769,0.257591,0.0225507,0.257142,0.0225135
10.138,735.762,7,0.472777,0.772152,0.0675395,0.257404,0.0224753,0.257602,0.0225549,0.257146,0.0225093
10.1517,736.756,7,0.472845,0.772197,0.0675493,0.257402,0.0224749,0.257622,0.0225609,0.257172,0.0225135
10.1654,737.75,7,0.472667,0.772103,0.0675239,0.257399,0.0224738,0.257559,0.0225446,0.257144,0.0225055
10.1791,738.745,7,0.472713,0.772158,0.0675304,0.257394,0.0224697,0.257631,0.02256,0.257133,0.0225008
10.1928,739.739,7,0.472702,0.772138,0.0675289,0.257416,0.0224722,0.257576,0.0225519,0.257147,0.0225049
10.2065,740.733,7,0.472652,0.772132,0.0675216,0.257415,0.0224713,0.257589,0.0225517,0.257128,0.0224986
10.2202,741.727,7,0.472558,0.772098,0.0675083,0.257404,0.0224669,0.257562,0.0225441,0.257132,0.0224973
10.2339,742.722,7,0.472582,0.772134,0.0675117,0.257409,0.0224672,0.257592,0.0225483,0.257132,0.0224962
10.2476,743.716,7,0.472509,0.772082,0.0675013,0.257418,0.0224689,0.257556,0.0225427,0.257109,0.0224897
10.2613,744.71,7,0.472446,0.772082,0.0674922,0.257421,0.0224685,0.257552,0.0225353,0.257109,0.0224885
10.275,745.705,7,0.47247,0.772097,0.0674958,0.257413,0.0224636,0.25758,0.0225466,0.257103,0.0224856
10.2887,746.699,7,0.472482,0.772123,0.0674974,0.257442,0.0224662,0.257569,0.0225449,0.257113,0.0224862
10.3024,747.693,7,0.472431,0.77209,0.0674901,0.257433,0.0224641,0.257559,0.0225441,0.257098,0.0224819
10.3161,748.687,7,0.472286,0.77205,0.0674695,0.257423,0.0224591,0.257533,0.0225372,0.257094,0.0224732
10.3298,749.682,7,0.472378,0.772104,0.0674825,0.257429,0.0224626,0.257553,0.0225403,0.257122,0.0224796
10.3435,750.676,7,0.472383,0.772078,0.0674833,0.257444,0.0224656,0.257517,0.0225333,0.257117,0.0224844
10.3572,751.67,7,0.472227,0.772056,0.067461,0.257436,0.0224556,0.257522,0.0225305,0.257098,0.0224749
10.3709,752.664,7,0.472255,0.772043,0.067465,0.257435,0.022458,0.257534,0.0225392,0.257074,0.0224678
10.3846,753.659,7,0.472276,0.77207,0.0674681,0.257466,0.0224629,0.257538,0.0225373,0.257065,0.0224679
10.3983,754.653,7,0.472121,0.772006,0.0674458,0.257438,0.022458,0.257492,0.0225258,0.257076,0.022462
10.412,755.647,7,0.472091,0.772019,0.0674416,0.257448,0.0224551,0.257491,0.0225222,0.257081,0.0224644
10.4257,756.642,7,0.472124,0.772024,0.0674463,0.257449,0.0224564,0.257523,0.0225299,0.257052,0.0224599
10.4394,757.636,7,0.472156,0.772058,0.0674509,0.257473,0.0224595,0.257499,0.0225299,0.257086,0.0224615
10.4531,758.63,7,0.472008,0.771984,0.0674297,0.257449,0.0224516,0.257468,0.0225206,0.257067,0.0224575
10.4668,759.624,7,0.472012,0.772,0.0674302,0.25748,0.0224586,0.25747,0.0225188,0.25705,0.0224529
10.4805,760.619,7,0.472035,0.772012,0.0674336,0.257457,0.0224536,0.257491,0.0225276,0.257064,0.0224524
10.4942,761.613,7,0.471985,0.771997,0.0674264,0.257481,0.0224579,0.257461,0.0225193,0.257055,0.0224493
10.5079,762.607,7,0.471847,0.77194,0.0674067,0.257453,0.0224499,0.257429,0.0225101,0.257058,0.0224468
10.5216,763.601,7,0.471978,0.772015,0.0674254,0.257494,0.0224583,0.257466,0.0225212,0.257055,0.0224458
10.5353,764.596,7,0.471881,0.771975,0.0674116,0.257477,0.0224494,0.257436,0.0225163,0.257063,0.0224459
10.549,765.59,7,0.471843,0.771956,0.0674062,0.257486,0.0224567,0.257424,0.0225116,0.257046,0.0224378
10.5627,766.584,7,0.471816,0.771972,0.0674023,0.257476,0.0224485,0.257444,0.0225147,0.257051,0.0224391
10.5764,767.579,7,0.471751,0.771933,0.067393,0.257459,0.0224455,0.257425,0.0225091,0.257048,0.0224384
10.5901,768.573,7,0.471757,0.771965,0.0673938,0.257523,0.022457,0.257404,0.0225033,0.257038,0.0224335
10.6038,769.567,7,0.47172,0.771931,0.0673886,0.257468,0.0224469,0.257418,0.0225089,0.257045,0.0224327
10.6175,770.561,7,0.471715,0.77195,0.0673878,0.257498,0.0224498,0.257395,0.0225039,0.257057,0.0224341
10.6312,771.556,7,0.471625,0.77191,0.067375,0.257477,0.0224434,0.257392,0.0225021,0.257041,0.0224296
10.6449,772.55,7,0.471644,0.771942,0.0673778,0.257513,0.0224483,0.257398,0.0225032,0.257031,0.0224263
10.6586,773.544,7,0.471553,0.771885,0.0673647,0.257483,0.0224421,0.257366,0.022497,0.257037,0.0224256
10.6723,774.538,7,0.471485,0.771884,0.067355,0.257487,0.0224358,0.257358,0.0224955,0.257039,0.0224237
10.686,775.533,7,0.471523,0.771908,0.0673605,0.257518,0.0224462,0.257356,0.0224941,0.257034,0.0224202
10.6997,776.527,7,0.471502,0.771916,0.0673574,0.257512,0.0224436,0.257345,0.0224925,0.25706,0.0224213
10.7134,777.521,7,0.471484,0.77189,0.0673548,0.257507,0.022444,0.257346,0.0224943,0.257037,0.0224166
10.7271,778.516,7,0.471384,0.771884,0.0673406,0.257503,0.0224412,0.257346,0.0224873,0.257035,0.0224121
10.7408,779.51,7,0.471514,0.771931,0.0673591,0.257523,0.022445,0.257358,0.022493,0.25705,0.0224211
10.7545,780.504,7,0.471304,0.771835,0.0673291,0.257478,0.0224309,0.257329,0.0224867,0.257029,0.0224116
10.7682,781.498,7,0.471215,0.771852,0.0673165,0.257502,0.0224326,0.257316,0.0224799,0.257034,0.0224039
10.7819,782.493,7,0.471339,0.771863,0.0673341,0.257532,0.0224456,0.257281,0.0224768,0.257049,0.0224118
10.7956,783.487,7,0.471319,0.771885,0.0673313,0.257534,0.0224409,0.257291,0.0224804,0.25706,0.02241
10.8093,784.481,7,0.471138,0.7718,0.0673054,0.25749,0.0224312,0.257286,0.0224728,0.257025,0.0224014
10.823,785.475,7,0.471132,0.771832,0.0673046,0.257504,0.0224285,0.257282,0.022475,0.257046,0.0224011
10.8367,786.47,7,0.471166,0.771826,0.0673094,0.257532,0.0224351,0.257253,0.0224723,0.25704,0.022402
10.8504,787.464,7,0.471157,0.771847,0.0673081,0.257526,0.0224367,0.257273,0.0224721,0.257049,0.0223993
10.8641,788.458,7,0.471045,0.771794,0.0672922,0.257498,0.0224278,0.257255,0.0224696,0.25704,0.0223949
10.8778,789.453,7,0.471039,0.771797,0.0672913,0.257501,0.0224244,0.257234,0.022467,0.257061,0.0223999
10.8915,790.447,7,0.471044,0.771807,0.067292,0.257536,0.022435,0.257239,0.0224659,0.257031,0.0223911
10.9052,791.441,7,0.471002,0.771796,0.067286,0.257516,0.0224294,0.257227,0.0224626,0.257053,0.0223941
10.9189,792.435,7,0.470879,0.771751,0.0672684,0.257488,0.0224205,0.25722,0.0224585,0.257044,0.0223895
10.9326,793.43,7,0.470968,0.771804,0.0672812,0.257525,0.0224288,0.257225,0.0224608,0.257053,0.0223915
10.9463,794.424,7,0.470871,0.77178,0.0672673,0.257511,0.0224259,0.257214,0.0224576,0.257055,0.0223837
10.96,795.418,7,0.470928,0.771783,0.0672754,0.257499,0.0224202,0.2572,0.0224544,0.257084,0.0224007
10.9737,796.412,7,0.470772,0.771744,0.0672532,0.257532,0.0224275,0.25719,0.0224518,0.257022,0.0223739
10.9874,797.407,7,0.470803,0.771762,0.0672576,0.25752,0.0224222,0.257182,0.022451,0.25706,0.0223844
11.0011,798.401,7,0.470737,0.771756,0.0672482,0.257502,0.0224155,0.257168,0.0224467,0.257086,0.022386
11.0148,799.395,7,0.470702,0.771732,0.0672432,0.257524,0.0224204,0.257174,0.0224488,0.257034,0.0223739
11.0285,800.39,7,0.470714,0.77176,0.0672449,0.257513,0.022419,0.257181,0.0224489,0.257066,0.022377
11.0422,801.384,7,0.470608,0.771713,0.0672297,0.257509,0.022415,0.257145,0.0224411,0.257059,0.0223736
11.0559,802.378,7,0.470614,0.771738,0.0672305,0.257532,0.0224197,0.257131,0.0224373,0.257075,0.0223735
11.0696,803.372,7,0.47052,0.771686,0.0672171,0.257498,0.0224135,0.257136,0.0224372,0.257052,0.0223664
11.0833,804.367,7,0.470499,0.771707,0.0672142,0.257505,0.0224136,0.257138,0.0224376,0.257064,0.0223631
11.097,805.361,7,0.470504,0.771718,0.0672149,0.257514,0.0224135,0.257125,0.0224344,0.257079,0.0223669
11.1107,806.355,7,0.47045,0.771712,0.0672071,0.257491,0.0224088,0.257142,0.0224342,0.257079,0.0223641
11.1244,807.349,7,0.470461,0.771705,0.0672086,0.257515,0.0224138,0.257112,0.022429,0.257079,0.0223658
11.1381,808.344,7,0.470391,0.771717,0.0671987,0.257529,0.0224098,0.257111,0.0224263,0.257077,0.0223626
11.1518,809.338,7,0.470468,0.771718,0.0672098,0.257522,0.0224123,0.257114,0.0224345,0.257082,0.022363
11.1655,810.332,7,0.470176,0.771618,0.0671679,0.2575,0.0224019,0.257069,0.0224188,0.257048,0.0223472
11.1792,811.327,7,0.470168,0.771666,0.0671669,0.257506,0.0223985,0.257095,0.0224198,0.257066,0.0223486
11.1929,812.321,7,0.470317,0.771696,0.0671882,0.257483,0.0224008,0.257104,0.0224255,0.257109,0.0223618
11.2066,813.315,7,0.470262,0.771703,0.0671804,0.257513,0.0224067,0.257086,0.0224186,0.257104,0.0223551
11.2203,814.309,7,0.470117,0.771628,0.0671596,0.257505,0.0224012,0.257057,0.0224116,0.257066,0.0223468
11.234,815.304,7,0.470105,0.771658,0.0671578,0.257499,0.0224004,0.25708,0.0224153,0.25708,0.0223421
11.2477,816.298,7,0.470142,0.771656,0.0671632,0.257491,0.0224011,0.257064,0.0224155,0.257101,0.0223466
11.2614,817.292,7,0.470098,0.771659,0.0671568,0.257503,0.0224008,0.257049,0.0224077,0.257107,0.0223483
11.2751,818.286,7,0.470037,0.771646,0.0671481,0.257507,0.0224005,0.257053,0.022407,0.257087,0.0223406
11.2888,819.281,7,0.469991,0.771622,0.0671415,0.257489,0.0223987,0.257058,0.0224102,0.257074,0.0223327
11.3025,820.275,7,0.470005,0.771645,0.0671436,0.257494,0.0223976,0.257034,0.0224033,0.257117,0.0223427
11.3162,821.269,7,0.469988,0.771642,0.0671412,0.257497,0.0223976,0.257034,0.0224033,0.257112,0.0223403
11.3299,822.264,7,0.469873,0.771603,0.0671247,0.25749,0.022394,0.257032,0.0224005,0.257081,0.0223302
11.3436,823.258,7,0.46991,0.771628,0.06713,0.257499,0.0223956,0.257021,0.022401,0.257108,0.0223334
11.3573,824.252,7,0.469834,0.77162,0.0671192,0.257497,0.0223942,0.257017,0.0223919,0.257106,0.022333
11.371,825.246,7,0.469862,0.771619,0.0671231,0.257501,0.022396,0.257031,0.0224029,0.257087,0.0223242
11.3847,826.241,7,0.469714,0.771583,0.0671019,0.257482,0.0223907,0.256979,0.0223817,0.257122,0.0223295
11.3984,827.235,7,0.469834,0.771641,0.0671192,0.257487,0.0223917,0.257032,0.0223989,0.257122,0.0223285
11.4121,828.229,7,0.469699,0.771591,0.0670999,0.257482,0.0223906,0.257007,0.0223895,0.257103,0.0223198
11.4258,829.223,7,0.469666,0.771585,0.0670952,0.257483,0.0223909,0.256978,0.0223816,0.257125,0.0223227
11.4395,830.218,7,0.469668,0.7716,0.0670954,0.257501,0.0223931,0.256991,0.0223839,0.257108,0.0223184
11.4532,831.212,7,0.469627,0.771592,0.0670896,0.257475,0.0223882,0.256996,0.0223844,0.257121,0.022317
