time,angle_deg,tsr,cp,cd,ct,cd_blade1,ct_blade1,cd_blade2,ct_blade2,cd_blade3,ct_blade3
15.755,1143.41,7,0.462414,0.770735,0.0660591,0.257342,0.0220219,0.256886,0.0220667,0.256507,0.0219706
15.7687,1144.41,7,0.462269,0.770658,0.0660384,0.257301,0.0220145,0.256878,0.02206,0.25648,0.0219639
15.7824,1145.4,7,0.462262,0.770688,0.0660374,0.257317,0.0220119,0.256861,0.0220595,0.25651,0.021966
15.7961,1146.4,7,0.462313,0.770683,0.0660448,0.257346,0.0220192,0.256835,0.0220583,0.256502,0.0219672
15.8098,1147.39,7,0.462321,0.770709,0.0660459,0.257346,0.0220224,0.256853,0.0220606,0.25651,0.0219629
15.8235,1148.39,7,0.462225,0.770664,0.0660321,0.25732,0.0220141,0.256834,0.0220572,0.256509,0.0219608
15.8372,1149.38,7,0.46223,0.770662,0.0660328,0.257321,0.0220109,0.256806,0.0220553,0.256536,0.0219667
15.8509,1150.37,7,0.462253,0.770677,0.0660361,0.257364,0.0220229,0.256805,0.0220547,0.256507,0.0219585
15.8646,1151.37,7,0.462222,0.770668,0.0660317,0.257343,0.0220185,0.256795,0.022052,0.25653,0.0219613
15.8783,1152.36,7,0.46213,0.770637,0.0660186,0.257322,0.0220119,0.256784,0.0220482,0.25653,0.0219585
15.892,1153.36,7,0.46221,0.770677,0.06603,0.257353,0.0220182,0.256788,0.0220509,0.256536,0.021961
15.9057,1154.35,7,0.462127,0.770657,0.0660181,0.257345,0.0220177,0.25677,0.0220475,0.256542,0.0219529
15.9194,1155.34,7,0.462187,0.770656,0.0660267,0.25733,0.0220118,0.256759,0.022047,0.256568,0.0219679
15.9331,1156.34,7,0.46206,0.770632,0.0660085,0.25737,0.0220212,0.256742,0.0220431,0.25652,0.0219442
15.9468,1157.33,7,0.462121,0.770651,0.0660173,0.257358,0.022017,0.256725,0.0220415,0.256567,0.0219588
15.9605,1158.33,7,0.462051,0.770641,0.0660073,0.257344,0.0220115,0.256714,0.0220387,0.256582,0.0219571
15.9742,1159.32,7,0.462025,0.770616,0.0660035,0.257361,0.0220162,0.256716,0.022041,0.256538,0.0219464
15.9879,1160.32,7,0.462049,0.770645,0.0660071,0.257347,0.0220144,0.256723,0.0220419,0.256575,0.0219507
16.0016,1161.31,7,0.461984,0.770614,0.0659978,0.257351,0.0220128,0.256686,0.0220351,0.256578,0.0219499
16.0153,1162.3,7,0.461976,0.770625,0.0659966,0.257377,0.0220182,0.256666,0.0220313,0.256582,0.0219472
16.029,1163.3,7,0.46191,0.770586,0.0659871,0.257345,0.022014,0.256669,0.0220316,0.256572,0.0219415
16.0427,1164.29,7,0.461923,0.770615,0.0659891,0.257354,0.0220145,0.256671,0.0220333,0.25659,0.0219413
16.0564,1165.29,7,0.461917,0.770619,0.0659881,0.257362,0.022014,0.256653,0.02203,0.256604,0.0219442
16.0701,1166.28,7,0.461867,0.77061,0.065981,0.257339,0.0220107,0.256664,0.0220291,0.256607,0.0219412
16.0838,1167.28,7,0.461916,0.77062,0.065988,0.257367,0.0220174,0.256634,0.0220252,0.256618,0.0219454
16.0975,1168.27,7,0.461883,0.770652,0.0659833,0.25739,0.0220154,0.256643,0.0220252,0.256619,0.0219428
16.1112,1169.26,7,0.461919,0.770617,0.0659884,0.257366,0.0220146,0.256629,0.0220302,0.256622,0.0219435
16.1249,1170.26,7,0.461641,0.770533,0.0659487,0.257349,0.0220046,0.256587,0.0220161,0.256597,0.021928
16.1386,1171.25,7,0.46169,0.770592,0.0659557,0.257364,0.0220041,0.256609,0.0220196,0.256619,0.021932
16.1523,1172.25,7,0.461848,0.770631,0.0659784,0.257346,0.0220106,0.256618,0.0220238,0.256668,0.021944
16.166,1173.24,7,0.461787,0.770628,0.0659696,0.257376,0.0220161,0.256592,0.0220166,0.25666,0.0219369
16.1797,1174.24,7,0.461667,0.770559,0.0659525,0.257363,0.0220111,0.256562,0.0220098,0.256635,0.0219316
16.1934,1175.23,7,0.461677,0.770603,0.0659539,0.257359,0.0220095,0.256588,0.0220153,0.256656,0.021929
16.2071,1176.22,7,0.461717,0.770596,0.0659596,0.257355,0.0220118,0.256568,0.0220157,0.256673,0.0219322
16.2208,1177.22,7,0.461694,0.770604,0.0659562,0.257362,0.0220129,0.256552,0.022008,0.25669,0.0219353
16.2345,1178.21,7,0.461653,0.770599,0.0659505,0.257369,0.0220126,0.256555,0.0220087,0.256675,0.0219291
16.2482,1179.21,7,0.461608,0.770572,0.065944,0.257355,0.0220121,0.256559,0.022012,0.256659,0.0219198
16.2619,1180.2,7,0.461648,0.770606,0.0659497,0.257353,0.0220119,0.256536,0.0220058,0.256716,0.021932
16.2756,1181.2,7,0.461643,0.770603,0.065949,0.257362,0.0220133,0.256532,0.0220062,0.256709,0.0219295
16.2893,1182.19,7,0.46155,0.770575,0.0659357,0.257352,0.0220105,0.256534,0.0220042,0.256689,0.021921
16.303,1183.18,7,0.461577,0.770589,0.0659395,0.257359,0.0220107,0.256515,0.0220046,0.256715,0.0219243
16.3167,1184.18,7,0.461546,0.770604,0.0659351,0.257365,0.0220122,0.256519,0.0219976,0.25672,0.0219253
16.3304,1185.17,7,0.461547,0.770588,0.0659353,0.257365,0.022014,0.256515,0.0220038,0.256707,0.0219175
16.3441,1186.17,7,0.46146,0.770582,0.0659228,0.257353,0.0220113,0.256488,0.0219903,0.25674,0.0219212
16.3578,1187.16,7,0.461598,0.770636,0.0659425,0.257349,0.0220116,0.256528,0.0220058,0.25676,0.0219252
16.3715,1188.16,7,0.461443,0.770573,0.0659205,0.257346,0.0220112,0.256488,0.021993,0.256739,0.0219162
16.3852,1189.15,7,0.461428,0.770581,0.0659184,0.257343,0.0220108,0.256474,0.0219887,0.256763,0.0219188
16.3989,1190.14,7,0.461448,0.770598,0.0659211,0.257368,0.022015,0.256479,0.0219911,0.256751,0.021915
16.4126,1191.14,7,0.461431,0.770605,0.0659187,0.257347,0.0220122,0.256486,0.021992,0.256771,0.0219145
16.4263,1192.13,7,0.461382,0.770586,0.0659117,0.25733,0.0220091,0.256457,0.0219845,0.256799,0.0219182
16.44,1193.13,7,0.461358,0.770578,0.0659083,0.257347,0.0220136,0.256454,0.0219801,0.256777,0.0219145
16.4537,1194.12,7,0.461349,0.770588,0.065907,0.257343,0.0220129,0.256459,0.0219812,0.256786,0.0219129
16.4674,1195.12,7,0.461334,0.770601,0.0659049,0.25734,0.0220127,0.256452,0.0219784,0.256809,0.0219138
16.4811,1196.11,7,0.461305,0.770593,0.0659008,0.257344,0.0220119,0.256458,0.0219787,0.256791,0.0219102
16.4948,1197.1,7,0.461357,0.770616,0.0659082,0.257332,0.0220115,0.256458,0.0219823,0.256825,0.0219144
16.5085,1198.1,7,0.461362,0.770663,0.0659088,0.257356,0.0220161,0.25645,0.0219793,0.256857,0.0219134
16.5222,1199.09,7,0.4613,0.770588,0.0659001,0.257331,0.0220159,0.256431,0.0219782,0.256826,0.021906
16.5359,1200.09,7,0.461075,0.770545,0.0658678,0.257307,0.0220069,0.256403,0.0219615,0.256835,0.0218994
16.5496,1201.08,7,0.461209,0.770602,0.065887,0.257335,0.0220161,0.256416,0.0219698,0.256851,0.0219011
16.5633,1202.08,7,0.461294,0.770649,0.0658992,0.257341,0.0220153,0.256437,0.0219721,0.256871,0.0219117
16.577,1203.07,7,0.461245,0.770635,0.0658922,0.257315,0.0220106,0.256426,0.0219685,0.256894,0.0219132
16.5907,1204.06,7,0.461147,0.770571,0.0658781,0.257305,0.0220084,0.256404,0.0219642,0.256862,0.0219055
16.6044,1205.06,7,0.461168,0.770622,0.0658812,0.257327,0.0220152,0.256402,0.0219597,0.256893,0.0219064
16.6181,1206.05,7,0.461169,0.770606,0.0658812,0.257313,0.0220146,0.256399,0.0219591,0.256894,0.0219076
16.6318,1207.05,7,0.461187,0.770625,0.0658839,0.257304,0.0220119,0.256426,0.0219651,0.256896,0.0219069
16.6455,1208.04,7,0.46118,0.770637,0.0658828,0.257316,0.0220151,0.256397,0.0219596,0.256924,0.0219082
16.6592,1209.04,7,0.461095,0.77059,0.0658707,0.257303,0.0220145,0.256368,0.0219492,0.25692,0.021907
16.6729,1210.03,7,0.461137,0.77063,0.0658767,0.257304,0.0220138,0.256404,0.0219563,0.256922,0.0219067
16.6866,1211.02,7,0.461149,0.770637,0.0658785,0.257296,0.0220146,0.256398,0.0219566,0.256943,0.0219073
16.7003,1212.02,7,0.461065,0.770614,0.0658665,0.257306,0.0220159,0.256363,0.0219453,0.256944,0.0219053
16.714,1213.01,7,0.461054,0.770605,0.0658649,0.257279,0.0220145,0.256372,0.0219458,0.256954,0.0219046
16.7277,1214.01,7,0.461132,0.770666,0.065876,0.257308,0.0220176,0.256383,0.0219512,0.256975,0.0219072
16.7414,1215,7,0.460995,0.770591,0.0658564,0.257268,0.0220113,0.256344,0.0219394,0.256979,0.0219058
16.7551,1216,7,0.460997,0.770633,0.0658568,0.257281,0.0220118,0.256362,0.0219386,0.256991,0.0219064
16.7688,1216.99,7,0.461169,0.770702,0.0658813,0.257313,0.0220271,0.256392,0.0219462,0.256997,0.021908
16.7825,1217.98,7,0.460949,0.770592,0.0658499,0.257243,0.0220083,0.256356,0.0219369,0.256993,0.0219046
16.7962,1218.98,7,0.460977,0.770628,0.0658538,0.257279,0.022016,0.256357,0.0219354,0.256991,0.0219024
16.8099,1219.97,7,0.461002,0.770635,0.0658574,0.257252,0.0220149,0.256348,0.0219338,0.257036,0.0219087
16.8236,1220.97,7,0.460979,0.770642,0.0658541,0.257264,0.0220164,0.256348,0.0219306,0.257031,0.0219072
16.8373,1221.96,7,0.460901,0.770605,0.065843,0.257223,0.0220081,0.25636,0.0219308,0.257023,0.0219041
16.851,1222.96,7,0.460915,0.770628,0.0658449,0.257242,0.0220095,0.256342,0.0219287,0.257044,0.0219067
16.8647,1223.95,7,0.460895,0.770618,0.0658422,0.257229,0.0220099,0.256338,0.0219253,0.257051,0.021907
16.8784,1224.94,7,0.460871,0.770629,0.0658388,0.257215,0.0220044,0.256348,0.0219252,0.257066,0.0219091
16.8921,1225.94,7,0.460858,0.770616,0.0658369,0.257236,0.0220115,0.256316,0.0219191,0.257064,0.0219063
16.9058,1226.93,7,0.460914,0.770651,0.0658449,0.257224,0.0220138,0.256347,0.0219233,0.25708,0.0219078
16.9195,1227.93,7,0.460918,0.770682,0.0658454,0.257221,0.0220142,0.25635,0.0219194,0.25711,0.0219118
16.9332,1228.92,7,0.460785,0.770595,0.0658264,0.257182,0.0220094,0.25632,0.0219092,0.257093,0.0219079
16.9469,1229.92,7,0.460674,0.770592,0.0658106,0.257178,0.0220017,0.256334,0.0219066,0.25708,0.0219023
16.9606,1230.91,7,0.460842,0.770629,0.0658346,0.257165,0.0220063,0.256332,0.0219118,0.257132,0.0219165
16.9743,1231.9,7,0.460847,0.770663,0.0658352,0.257185,0.0220085,0.256358,0.0219196,0.25712,0.0219071
16.988,1232.9,7,0.460819,0.770634,0.0658313,0.257169,0.0220099,0.256344,0.0219142,0.257121,0.0219072
17.0017,1233.89,7,0.460755,0.770593,0.0658221,0.257162,0.0220087,0.256299,0.0219059,0.257133,0.0219076
17.0154,1234.89,7,0.460748,0.770624,0.0658211,0.257132,0.0220005,0.256336,0.0219059,0.257156,0.0219146
17.0291,1235.88,7,0.460681,0.770588,0.0658116,0.257123,0.0219979,0.256327,0.0219051,0.257139,0.0219086
17.0428,1236.88,7,0.460757,0.770625,0.0658225,0.257158,0.0220084,0.256311,0.021903,0.257156,0.021911
17.0565,1237.87,7,0.460777,0.770646,0.0658253,0.257129,0.0220073,0.25634,0.021904,0.257178,0.0219141
17.0702,1238.86,7,0.460649,0.770578,0.0658071,0.257083,0.021996,0.256324,0.0219002,0.25717,0.0219108
17.0839,1239.86,7,0.460682,0.770608,0.0658118,0.257102,0.0220002,0.25631,0.0218971,0.257195,0.0219145
17.0976,1240.85,7,0.460715,0.770618,0.0658165,0.257098,0.022004,0.256333,0.0218985,0.257187,0.0219141
17.1113,1241.85,7,0.46067,0.770612,0.06581,0.257067,0.0219957,0.256327,0.0218962,0.257218,0.0219181
17.125,1242.84,7,0.460581,0.770562,0.0657973,0.257049,0.0219924,0.256324,0.0218924,0.257188,0.0219125
17.1387,1243.84,7,0.460739,0.770656,0.0658198,0.257074,0.0220039,0.256327,0.0218919,0.257254,0.021924
17.1524,1244.83,7,0.460537,0.770543,0.065791,0.257016,0.0219922,0.256328,0.0218894,0.2572,0.0219093
17.1661,1245.82,7,0.460583,0.770603,0.0657976,0.257024,0.0219907,0.256344,0.0218912,0.257235,0.0219157
17.1798,1246.82,7,0.460688,0.770645,0.0658125,0.257048,0.0219978,0.256331,0.0218887,0.257266,0.021926
17.1935,1247.81,7,0.460497,0.770538,0.0657853,0.257007,0.0219901,0.256328,0.0218866,0.257203,0.0219086
17.2072,1248.81,7,0.460559,0.770595,0.0657942,0.256996,0.0219888,0.25632,0.0218821,0.257279,0.0219233
17.2209,1249.8,7,0.460577,0.770579,0.0657968,0.256985,0.0219911,0.256349,0.0218861,0.257245,0.0219196
17.2346,1250.8,7,0.460531,0.770569,0.0657901,0.256967,0.0219873,0.256344,0.021884,0.257258,0.0219189
17.2483,1251.79,7,0.460459,0.770545,0.0657799,0.256966,0.0219867,0.256333,0.0218792,0.257246,0.0219139
17.262,1252.78,7,0.460488,0.770568,0.065784,0.256957,0.0219879,0.256339,0.021879,0.257272,0.0219171
17.2757,1253.78,7,0.460457,0.770546,0.0657795,0.256928,0.0219823,0.256348,0.0218805,0.25727,0.0219166
17.2894,1254.77,7,0.460399,0.770531,0.0657713,0.256927,0.0219825,0.256353,0.0218805,0.257251,0.0219082
17.3031,1255.77,7,0.460429,0.770548,0.0657756,0.256895,0.021978,0.256342,0.0218749,0.257311,0.0219226
17.3168,1256.76,7,0.460471,0.770571,0.0657816,0.256911,0.0219834,0.256369,0.021877,0.257292,0.0219212
17.3305,1257.76,7,0.460449,0.770566,0.0657784,0.256888,0.0219797,0.256372,0.0218758,0.257305,0.0219229
17.3442,1258.75,7,0.460301,0.770502,0.0657573,0.256867,0.0219703,0.256354,0.0218689,0.257281,0.021918
17.3579,1259.74,7,0.460341,0.770548,0.0657629,0.256882,0.0219736,0.256359,0.0218703,0.257308,0.021919
17.3716,1260.74,7,0.460438,0.770544,0.0657769,0.256873,0.0219827,0.25638,0.0218759,0.257291,0.0219182
17.3853,1261.73,7,0.460323,0.770536,0.0657604,0.256863,0.0219792,0.256366,0.0218643,0.257306,0.0219168
17.399,1262.73,7,0.460334,0.770508,0.065762,0.256821,0.0219723,0.256365,0.0218654,0.257321,0.0219243
17.4127,1263.72,7,0.460334,0.770512,0.065762,0.256786,0.0219696,0.256396,0.0218686,0.257329,0.0219238
17.4264,1264.71,7,0.460226,0.770475,0.0657465,0.256804,0.0219655,0.256379,0.021867,0.257293,0.0219141
17.4401,1265.71,7,0.460187,0.770483,0.065741,0.25679,0.0219664,0.256384,0.0218618,0.257309,0.0219128
17.4538,1266.7,7,0.460255,0.770499,0.0657507,0.256761,0.0219659,0.25639,0.0218626,0.257348,0.0219222
17.4675,1267.7,7,0.460308,0.770537,0.0657583,0.256782,0.0219678,0.256415,0.0218657,0.257339,0.0219248
17.4812,1268.69,7,0.46016,0.770456,0.0657372,0.256754,0.0219634,0.256391,0.0218575,0.257311,0.0219163
17.4949,1269.69,7,0.46017,0.770471,0.0657385,0.25672,0.0219588,0.25643,0.0218638,0.257321,0.021916
17.5086,1270.68,7,0.460215,0.770488,0.065745,0.256728,0.0219602,0.256407,0.0218595,0.257353,0.0219253
17.5223,1271.67,7,0.460175,0.77048,0.0657393,0.25671,0.0219576,0.256439,0.0218629,0.257331,0.0219187
17.536,1272.67,7,0.460057,0.77042,0.0657224,0.256707,0.0219559,0.256403,0.0218539,0.25731,0.0219126
17.5497,1273.66,7,0.460211,0.770515,0.0657445,0.256693,0.021955,0.256461,0.0218636,0.25736,0.0219259
17.5634,1274.66,7,0.460093,0.770443,0.0657276,0.256686,0.0219554,0.256431,0.021852,0.257327,0.0219202
17.5771,1275.65,7,0.460078,0.770447,0.0657255,0.256665,0.0219491,0.256445,0.0218573,0.257337,0.0219191
17.5908,1276.65,7,0.460095,0.770472,0.0657278,0.256656,0.0219499,0.256454,0.0218546,0.257362,0.0219233
17.6045,1277.64,7,0.459993,0.770404,0.0657133,0.256643,0.0219491,0.256418,0.0218459,0.257343,0.0219183
17.6182,1278.63,7,0.460044,0.770466,0.0657205,0.256625,0.0219452,0.256497,0.021859,0.257344,0.0219163
17.6319,1279.63,7,0.460016,0.770421,0.0657166,0.256625,0.0219453,0.256445,0.0218497,0.257351,0.0219216
17.6456,1280.62,7,0.460018,0.770444,0.0657168,0.256628,0.0219475,0.25647,0.0218499,0.257346,0.0219194
17.6593,1281.62,7,0.459945,0.770419,0.0657065,0.256597,0.0219412,0.25646,0.0218441,0.257363,0.0219211
17.673,1282.61,7,0.459954,0.770424,0.0657078,0.256582,0.0219399,0.256486,0.0218468,0.257357,0.0219211
17.6867,1283.61,7,0.459918,0.770396,0.0657026,0.25658,0.0219416,0.256476,0.0218428,0.257341,0.0219182
17.7004,1284.6,7,0.459839,0.770384,0.0656913,0.256568,0.0219388,0.25646,0.0218329,0.257355,0.0219197
17.7141,1285.59,7,0.459902,0.770416,0.0657003,0.256552,0.0219344,0.25652,0.0218469,0.257345,0.021919
17.7278,1286.59,7,0.459896,0.770427,0.0656994,0.256572,0.021937,0.256502,0.021842,0.257353,0.0219205
17.7415,1287.58,7,0.459893,0.770416,0.065699,0.256544,0.0219335,0.256517,0.0218438,0.257355,0.0219218
17.7552,1288.58,7,0.459776,0.770386,0.0656823,0.256533,0.0219289,0.256499,0.0218378,0.257354,0.0219155
17.7689,1289.57,7,0.459917,0.770448,0.0657024,0.256524,0.0219341,0.25654,0.0218431,0.257385,0.0219252
17.7826,1290.57,7,0.459791,0.77037,0.0656844,0.25651,0.0219299,0.256495,0.0218303,0.257365,0.0219242
17.7963,1291.56,7,0.459684,0.770379,0.0656691,0.256497,0.0219207,0.25652,0.0218303,0.257363,0.0219181
17.81,1292.55,7,0.459794,0.770385,0.0656849,0.256497,0.0219273,0.256558,0.0218425,0.25733,0.0219151
17.8237,1293.55,7,0.459804,0.770416,0.0656864,0.256509,0.0219279,0.256556,0.0218369,0.257351,0.0219215
17.8374,1294.54,7,0.459633,0.770329,0.0656619,0.256459,0.0219194,0.256518,0.0218268,0.257352,0.0219156
17.8511,1295.54,7,0.459648,0.770379,0.065664,0.256473,0.0219185,0.256544,0.0218249,0.257362,0.0219205
17.8648,1296.53,7,0.459693,0.770375,0.0656704,0.256459,0.0219199,0.256576,0.0218309,0.25734,0.0219196
17.8785,1297.53,7,0.459713,0.770402,0.0656732,0.256463,0.021919,0.256581,0.0218336,0.257357,0.0219206
17.8922,1298.52,7,0.459606,0.770352,0.065658,0.25644,0.0219136,0.256549,0.0218233,0.257363,0.0219211
17.9059,1299.51,7,0.459634,0.770375,0.065662,0.256462,0.0219195,0.256566,0.0218212,0.257348,0.0219214
17.9196,1300.51,7,0.459636,0.770368,0.0656623,0.256415,0.0219104,0.256611,0.0218321,0.257343,0.0219198
17.9333,1301.5,7,0.459616,0.770374,0.0656594,0.256441,0.0219151,0.256586,0.0218246,0.257347,0.0219197
17.947,1302.5,7,0.459509,0.770331,0.0656441,0.25641,0.0219089,0.256571,0.0218164,0.25735,0.0219189
17.9607,1303.49,7,0.459626,0.770403,0.0656608,0.256422,0.0219128,0.256621,0.0218262,0.257359,0.0219219
17.9744,1304.49,7,0.459542,0.770372,0.0656488,0.256411,0.021905,0.256603,0.0218217,0.257357,0.0219221
17.9881,1305.48,7,0.4596,0.770372,0.0656571,0.256419,0.0219183,0.256614,0.0218197,0.257339,0.0219191
18.0018,1306.47,7,0.459499,0.770366,0.0656427,0.256372,0.0218975,0.256642,0.0218233,0.257352,0.0219218
18.0155,1307.47,7,0.459508,0.770356,0.065644,0.256375,0.0219031,0.256639,0.0218185,0.257343,0.0219224
18.0292,1308.46,7,0.459488,0.770384,0.0656412,0.256415,0.0219083,0.256637,0.0218135,0.257332,0.0219194
18.0429,1309.46,7,0.459458,0.770347,0.0656369,0.256346,0.0218961,0.256658,0.021818,0.257343,0.0219228
18.0566,1310.45,7,0.459494,0.770393,0.065642,0.256377,0.0218993,0.256662,0.0218174,0.257354,0.0219253
18.0703,1311.45,7,0.459416,0.770363,0.0656309,0.256353,0.0218944,0.256667,0.0218132,0.257342,0.0219233
18.084,1312.44,7,0.45943,0.770382,0.0656328,0.25637,0.021896,0.256688,0.0218168,0.257324,0.02192
18.0977,1313.43,7,0.459369,0.770341,0.0656241,0.256334,0.0218883,0.256674,0.0218128,0.257333,0.021923
18.1114,1314.43,7,0.459338,0.77036,0.0656197,0.256332,0.021883,0.256691,0.0218127,0.257338,0.0219241
18.1251,1315.42,7,0.459378,0.770373,0.0656254,0.256347,0.0218899,0.2567,0.0218126,0.257326,0.0219228
18.1388,1316.42,7,0.459345,0.770378,0.0656208,0.256341,0.0218873,0.2567,0.0218099,0.257337,0.0219235
18.1525,1317.41,7,0.459365,0.770372,0.0656236,0.25633,0.0218873,0.256716,0.0218127,0.257326,0.0219235
18.1662,1318.41,7,0.459315,0.770394,0.0656164,0.256322,0.0218854,0.256742,0.0218092,0.25733,0.0219218
18.1799,1319.4,7,0.459447,0.770429,0.0656353,0.256329,0.0218861,0.256761,0.0218157,0.25734,0.0219336
18.1936,1320.39,7,0.459188,0.770325,0.0655982,0.256282,0.0218706,0.25674,0.0218066,0.257303,0.021921
18.2073,1321.39,7,0.459158,0.770362,0.0655939,0.2563,0.0218728,0.256755,0.0218018,0.257307,0.0219194
18.221,1322.38,7,0.459334,0.770406,0.0656192,0.256331,0.0218851,0.256739,0.0218036,0.257335,0.0219305
18.2347,1323.38,7,0.459291,0.77041,0.065613,0.256321,0.0218784,0.256777,0.0218096,0.257312,0.021925
18.2484,1324.37,7,0.459173,0.770343,0.0655961,0.256272,0.0218695,0.256778,0.021805,0.257293,0.0219217
18.2621,1325.37,7,0.459168,0.770378,0.0655954,0.25628,0.0218648,0.256796,0.0218069,0.257301,0.0219238
18.2758,1326.36,7,0.459234,0.77039,0.0656049,0.256301,0.0218706,0.256787,0.0218057,0.257301,0.0219286
18.2895,1327.35,7,0.459218,0.770393,0.0656025,0.256297,0.021872,0.256804,0.0218065,0.257292,0.021924
18.3032,1328.35,7,0.459154,0.770383,0.0655935,0.256264,0.0218625,0.256829,0.021807,0.257289,0.021924
18.3169,1329.34,7,0.45917,0.77039,0.0655957,0.256251,0.0218562,0.256826,0.0218076,0.257313,0.0219319
18.3306,1330.34,7,0.45918,0.77039,0.0655972,0.256294,0.0218671,0.256828,0.0218063,0.257268,0.0219238
18.3443,1331.33,7,0.45918,0.770408,0.0655972,0.256268,0.0218617,0.256846,0.0218062,0.257294,0.0219293
18.358,1332.33,7,0.45908,0.770363,0.0655828,0.256239,0.0218529,0.256848,0.0218033,0.257276,0.0219266
18.3717,1333.32,7,0.459172,0.770423,0.0655961,0.256264,0.021857,0.256876,0.0218073,0.257283,0.0219317
18.3854,1334.31,7,0.459089,0.770398,0.0655841,0.256246,0.0218549,0.256883,0.0218064,0.257268,0.0219229
18.3991,1335.31,7,0.459156,0.770406,0.0655937,0.256229,0.0218472,0.256886,0.0218072,0.257291,0.0219392
18.4128,1336.3,7,0.459031,0.770382,0.0655759,0.256259,0.021854,0.256894,0.0218053,0.257229,0.0219167
18.4265,1337.3,7,0.459125,0.770417,0.0655892,0.256247,0.0218496,0.256896,0.0218051,0.257274,0.0219345
18.4402,1338.29,7,0.459036,0.770389,0.0655766,0.256222,0.0218414,0.256902,0.0218043,0.257264,0.0219309
18.4539,1339.29,7,0.459025,0.770379,0.065575,0.256239,0.0218447,0.256923,0.0218079,0.257216,0.0219223
18.4676,1340.28,7,0.45905,0.770401,0.0655785,0.256221,0.0218411,0.256944,0.0218098,0.257236,0.0219276
18.4813,1341.27,7,0.459019,0.770397,0.0655741,0.256221,0.0218379,0.256941,0.0218071,0.257236,0.021929
18.495,1342.27,7,0.458996,0.770389,0.0655709,0.25624,0.0218412,0.256937,0.0218048,0.257212,0.0219249
18.5087,1343.26,7,0.458948,0.770362,0.065564,0.25621,0.0218363,0.256953,0.0218062,0.257199,0.0219214
18.5224,1344.26,7,0.458966,0.770393,0.0655666,0.256207,0.0218334,0.256983,0.0218107,0.257203,0.0219225
18.5361,1345.25,7,0.458942,0.770377,0.0655631,0.256206,0.0218302,0.25697,0.0218079,0.257201,0.021925
18.5498,1346.25,7,0.458907,0.770375,0.0655582,0.256188,0.0218265,0.256993,0.0218083,0.257194,0.0219234
18.5635,1347.24,7,0.458966,0.770387,0.0655666,0.256206,0.0218307,0.256988,0.0218072,0.257192,0.0219286
18.5772,1348.23,7,0.458958,0.770429,0.0655655,0.256227,0.0218278,0.257025,0.021811,0.257177,0.0219267
18.5909,1349.23,7,0.45899,0.770396,0.06557,0.256203,0.0218248,0.257026,0.0218168,0.257167,0.0219284
18.6046,1350.22,7,0.458711,0.770307,0.0655301,0.256179,0.0218122,0.257004,0.0218055,0.257124,0.0219124
18.6183,1351.22,7,0.458776,0.770355,0.0655395,0.256185,0.0218097,0.257037,0.0218112,0.257133,0.0219186
18.632,1352.21,7,0.458946,0.770416,0.0655637,0.256185,0.0218178,0.257066,0.0218165,0.257165,0.0219295
18.6457,1353.21,7,0.458877,0.770386,0.0655539,0.256206,0.0218207,0.257049,0.0218111,0.257132,0.0219222
18.6594,1354.2,7,0.458777,0.770326,0.0655395,0.256175,0.0218125,0.257044,0.0218073,0.257107,0.0219197
18.6731,1355.19,7,0.458789,0.770364,0.0655413,0.256188,0.0218112,0.257073,0.0218136,0.257104,0.0219165
18.6868,1356.19,7,0.458842,0.770368,0.0655488,0.256177,0.0218105,0.257082,0.0218175,0.257109,0.0219209
18.7005,1357.18,7,0.458814,0.77036,0.0655449,0.256173,0.021809,0.257079,0.021812,0.257108,0.0219239
18.7142,1358.18,7,0.458783,0.770355,0.0655404,0.256192,0.0218082,0.257098,0.0218152,0.257065,0.021917
18.7279,1359.17,7,0.45875,0.770341,0.0655357,0.256181,0.0218068,0.25712,0.02182,0.25704,0.0219089
18.7416,1360.17,7,0.45878,0.770351,0.06554,0.256169,0.0218039,0.257106,0.0218158,0.257075,0.0219203
18.7553,1361.16,7,0.458793,0.770357,0.0655419,0.256181,0.0218039,0.25713,0.0218199,0.257046,0.021918
18.769,1362.15,7,0.458691,0.770313,0.0655273,0.256165,0.0217988,0.257136,0.0218186,0.257012,0.0219099
18.7827,1363.15,7,0.458726,0.770329,0.0655323,0.256177,0.0217977,0.257141,0.0218224,0.257011,0.0219122
18.7964,1364.14,7,0.458721,0.770349,0.0655316,0.256192,0.021799,0.257153,0.0218177,0.257004,0.0219149
18.8101,1365.14,7,0.458695,0.770312,0.0655278,0.25618,0.0217972,0.257161,0.0218243,0.25697,0.0219064
18.8238,1366.13,7,0.458634,0.770316,0.0655191,0.256183,0.021795,0.257156,0.0218159,0.256977,0.0219082
18.8375,1367.13,7,0.458779,0.770367,0.0655399,0.256175,0.0217929,0.257205,0.0218328,0.256987,0.0219142
18.8512,1368.12,7,0.458608,0.770281,0.0655154,0.256172,0.0217909,0.257171,0.0218205,0.256937,0.021904
18.8649,1369.11,7,0.458608,0.770293,0.0655155,0.256172,0.0217884,0.257177,0.0218202,0.256943,0.0219068
18.8786,1370.11,7,0.458623,0.770295,0.0655175,0.256193,0.0217905,0.25719,0.0218243,0.256912,0.0219027
18.8923,1371.1,7,0.458608,0.770303,0.0655154,0.256188,0.021788,0.257209,0.0218269,0.256905,0.0219005
